iteration,model,algorithm,design_distribution,active_components,mean_reward_chf,std_reward_chf,mean_cost_chf,mean_pv_capacity_kwp,mean_battery_capacity_kwh,mode_pv_capacity_kwp,mode_battery_capacity_kwh,max_power_balance_error_kw,validation_mean_reward_chf,validation_mean_cost_chf,validation_max_power_balance_error_kw,design_loss,design_entropy,design_entropy_weight,actor_loss,critic_loss
157,ddpg_lognormal,ddpg,lognormal,3,-107.12930484101935,8.158483928980115,107.12930484101935,1.4194692373275757,1.8246428966522217,0.44217437505722046,0.39894038438796997,1.3322676295501878e-15,-104.83939345998937,104.83939345998937,1.3322676295501878e-15,-309.72882080078125,2.9015042781829834,0.00376,21.890431391696136,3.3196543736294624
158,ddpg_lognormal,ddpg,lognormal,3,-103.18576108790216,8.999792636687358,103.18576108790216,3.0772945880889893,1.6578155755996704,0.44209665060043335,0.39889711141586304,8.881784197001252e-16,-104.94357706336802,104.94357706336802,1.7763568394002505e-15,-353.1903381347656,3.41792631149292,0.00372,22.099320849137648,3.3882790612045763
159,ddpg_lognormal,ddpg,lognormal,3,-107.57042400043478,14.568352325303632,107.57042400043478,4.807024955749512,1.825891375541687,0.4419546127319336,0.3988129794597626,2.220446049250313e-15,-104.48945325422099,104.48945325422099,8.881784197001252e-16,-442.0402526855469,3.962617874145508,0.00368,21.82338429029499,3.457622229997512
160,ddpg_lognormal,ddpg,lognormal,3,-106.4874293585398,17.70166694338281,106.4874293585398,4.374759674072266,2.4733920097351074,0.4418296813964844,0.39876583218574524,4.884981308350689e-15,-105.54958335490393,105.54958335490393,1.3322676295501878e-15,-469.75,4.117321968078613,0.00364,21.072848168866976,3.4542177435387638
161,ddpg_lognormal,ddpg,lognormal,3,-104.28331286096935,8.372363329657446,104.28331286096935,2.521872043609619,2.030848741531372,0.4415683150291443,0.3987117409706116,1.3322676295501878e-15,-107.42004897025124,107.42004897025124,8.881784197001252e-16,-364.7328796386719,3.5350887775421143,0.0036,20.86222069852409,3.4941825988769
162,ddpg_lognormal,ddpg,lognormal,3,-105.7885131700751,16.298034748419262,105.7885131700751,3.1337990760803223,1.3726328611373901,0.4414052367210388,0.3986719250679016,4.884981308350689e-15,-105.90986512455038,105.90986512455038,1.1102230246251565e-15,-361.2530822753906,3.228700637817383,0.00356,19.612599552564678,3.800323897152252
163,ddpg_lognormal,ddpg,lognormal,3,-101.59987730093272,8.616682798619198,101.59987730093272,2.7169249057769775,1.5931541919708252,0.44137337803840637,0.3985246419906616,8.881784197001252e-16,-102.7997592972097,102.7997592972097,1.1102230246251565e-15,-344.0880432128906,3.391875743865967,0.0035199999999999997,19.07010009636482,3.409052682286572
164,ddpg_lognormal,ddpg,lognormal,3,-99.83101664563046,9.988942462017782,99.83101664563046,3.5463430881500244,1.7647931575775146,0.4413692355155945,0.39857399463653564,8.881784197001252e-16,-105.44764067904947,105.44764067904947,1.7763568394002505e-15,-387.4742126464844,3.9549694061279297,0.00348,19.838855828557698,3.1973990651479522
165,ddpg_lognormal,ddpg,lognormal,3,-105.163810143567,11.432280039759961,105.163810143567,2.4461450576782227,2.045278787612915,0.441628634929657,0.398661732673645,8.881784197001252e-16,-104.43407099744097,104.43407099744097,1.1102230246251565e-15,-370.8186950683594,3.5531344413757324,0.00344,20.658425504253024,3.3941489897025305
166,ddpg_lognormal,ddpg,lognormal,3,-105.31825446513369,11.972829543748109,105.31825446513369,3.9439196586608887,1.7681043148040771,0.4417394697666168,0.398717999458313,1.7763568394002505e-15,-103.01309280299932,103.01309280299932,8.881784197001252e-16,-397.9189453125,3.68190860748291,0.0034,21.276534426070395,3.533680407507789
167,ddpg_lognormal,ddpg,lognormal,3,-102.45237770441983,8.704198914129902,102.45237770441983,2.84389591217041,1.7349718809127808,0.44183313846588135,0.3986789286136627,8.881784197001252e-16,-105.52272637268501,105.52272637268501,2.220446049250313e-15,-351.61138916015625,3.4961037635803223,0.0033599999999999997,21.896829420257184,3.7746144650681392
168,ddpg_lognormal,ddpg,lognormal,3,-103.19373085826517,8.569130885808711,103.19373085826517,2.1098973751068115,1.5705060958862305,0.44202983379364014,0.39858824014663696,8.881784197001252e-16,-104.9412472182772,104.9412472182772,8.881784197001252e-16,-327.682861328125,3.1651806831359863,0.0033199999999999996,22.469825313204808,3.7920393205879788
169,ddpg_lognormal,ddpg,lognormal,3,-105.85673823464916,12.271024025998933,105.85673823464916,2.9674510955810547,2.549468517303467,0.44223037362098694,0.39864450693130493,1.3322676295501878e-15,-105.85002975211732,105.85002975211732,8.881784197001252e-16,-412.1248474121094,3.840214252471924,0.0032799999999999995,22.759830400702498,3.8337701611509103
170,ddpg_lognormal,ddpg,lognormal,3,-103.6537028195915,10.07936609083409,103.6537028195915,2.0601208209991455,1.9740498065948486,0.4425256550312042,0.3986760377883911,8.881784197001252e-16,-101.45467897185347,101.45467897185347,1.3322676295501878e-15,-345.9199523925781,3.357451915740967,0.00324,22.731929785438947,3.750547563801298
171,ddpg_lognormal,ddpg,lognormal,3,-102.22299547119779,9.281749781170038,102.22299547119779,3.0087084770202637,1.5484893321990967,0.4428108036518097,0.39873138070106506,8.881784197001252e-16,-102.31852788251868,102.31852788251868,8.881784197001252e-16,-351.7791442871094,3.45997953414917,0.0031999999999999997,23.0322453244811,3.735184420254969
172,ddpg_lognormal,ddpg,lognormal,3,-103.42683560207894,13.192755162830156,103.42683560207894,2.5465526580810547,2.814361333847046,0.44294989109039307,0.398807168006897,1.1102230246251565e-15,-105.16126714224279,105.16126714224279,8.881784197001252e-16,-415.6509704589844,3.9319682121276855,0.0031599999999999996,23.249383156853064,3.782944912783846
173,ddpg_lognormal,ddpg,lognormal,3,-102.58238618154454,8.479672812305235,102.58238618154454,2.768789291381836,1.7398161888122559,0.4428427815437317,0.3988340198993683,1.3322676295501878e-15,-108.91376794256823,108.91376794256823,8.881784197001252e-16,-356.49169921875,3.4806792736053467,0.003120000000000001,23.043134497744695,3.764033172074484
174,ddpg_lognormal,ddpg,lognormal,3,-104.5277425972553,17.91816637975023,104.5277425972553,2.2581729888916016,2.6502747535705566,0.44283488392829895,0.3989098072052002,8.881784197001252e-16,-104.36276612228335,104.36276612228335,8.881784197001252e-16,-401.09918212890625,3.720702886581421,0.0030800000000000007,22.934310114099866,3.672488404232787
175,ddpg_lognormal,ddpg,lognormal,3,-102.10273198515304,11.157971823703518,102.10273198515304,1.9798654317855835,1.926499843597412,0.44281208515167236,0.3990316390991211,8.881784197001252e-16,-100.1643335833186,100.1643335833186,8.881784197001252e-16,-333.5377197265625,3.286342144012451,0.0030400000000000006,22.937071731047972,3.655948840647137
176,ddpg_lognormal,ddpg,lognormal,3,-109.7374155496527,8.719505763709098,109.7374155496527,2.323214292526245,2.2228565216064453,0.4429357051849365,0.399150550365448,1.3322676295501878e-15,-101.4346468650813,101.4346468650813,8.881784197001252e-16,-398.07550048828125,3.578519821166992,0.0030000000000000005,22.849547437259126,3.5344190096948296
177,ddpg_lognormal,ddpg,lognormal,3,-105.57684369883117,10.721914698699758,105.57684369883117,2.4956750869750977,1.186145544052124,0.4430709481239319,0.3991900384426117,1.3322676295501878e-15,-105.7414063681606,105.7414063681606,1.3322676295501878e-15,-320.7120666503906,3.019425392150879,0.0029600000000000004,22.92994124229465,3.61280436528891
178,ddpg_lognormal,ddpg,lognormal,3,-102.70168294577354,10.002889132624333,102.70168294577354,2.4665417671203613,1.5569865703582764,0.44324663281440735,0.39915093779563904,8.881784197001252e-16,-102.55661718327973,102.55661718327973,1.3322676295501878e-15,-334.0979309082031,3.3065028190612793,0.0029200000000000003,23.00464513862417,3.626858204675262
179,ddpg_lognormal,ddpg,lognormal,3,-106.51315997996376,14.61048234463764,106.51315997996376,4.2176432609558105,3.132601022720337,0.4434272348880768,0.39921361207962036,2.220446049250313e-15,-101.71649014097954,101.71649014097954,1.3322676295501878e-15,-493.2200012207031,4.419642448425293,0.00288,22.860996322262856,3.7665181528178175
180,ddpg_lognormal,ddpg,lognormal,3,-100.42943395913588,12.456612606974774,100.42943395913588,4.748895168304443,2.247695207595825,0.4435362219810486,0.39925456047058105,2.220446049250313e-15,-103.75883331370503,103.75883331370503,1.3322676295501878e-15,-452.3634033203125,4.469655513763428,0.0028400000000000005,21.815917378734973,3.848529762133867
181,ddpg_lognormal,ddpg,lognormal,3,-104.00301576399629,9.927372465548148,104.00301576399629,1.9662785530090332,1.4388614892959595,0.44358083605766296,0.39930403232574463,8.881784197001252e-16,-106.9749649188262,106.9749649188262,1.7763568394002505e-15,-309.69854736328125,3.031813144683838,0.0028000000000000004,19.644163563137962,3.6871839928374226
182,ddpg_lognormal,ddpg,lognormal,3,-102.65627724280348,13.50086512246208,102.65627724280348,4.041693687438965,1.6833562850952148,0.4435581862926483,0.3992425799369812,2.6645352591003757e-15,-101.66515239929845,101.66515239929845,8.881784197001252e-16,-393.7400207519531,3.7501230239868164,0.0027600000000000003,19.284853488916443,3.5507844950050296
183,ddpg_lognormal,ddpg,lognormal,3,-101.14902725888928,10.626747910016894,101.14902725888928,2.611316204071045,1.8835638761520386,0.4437302350997925,0.399061918258667,8.881784197001252e-16,-103.20132952496306,103.20132952496306,1.5543122344752192e-15,-345.6996765136719,3.471989870071411,0.00272,18.733442804288295,3.664234594231294
184,ddpg_lognormal,ddpg,lognormal,3,-105.39972447519783,12.705614437067219,105.39972447519783,2.746022939682007,2.816800117492676,0.44393426179885864,0.39886751770973206,8.881784197001252e-16,-102.96964593014795,102.96964593014795,8.881784197001252e-16,-417.92889404296875,3.9928905963897705,0.00268,18.012988670241263,3.327682091532985
185,ddpg_lognormal,ddpg,lognormal,3,-104.2791106808366,9.451384834779901,104.2791106808366,1.9217703342437744,2.337447166442871,0.4441104531288147,0.39857766032218933,8.881784197001252e-16,-104.32633646697951,104.32633646697951,1.3322676295501878e-15,-357.5906677246094,3.4660260677337646,0.00264,18.457848822786694,2.914464268977532
186,ddpg_lognormal,ddpg,lognormal,3,-101.75581752121988,7.838905000277637,101.75581752121988,3.6784136295318604,2.019474983215332,0.44423848390579224,0.39825698733329773,1.7763568394002505e-15,-103.40440582858754,103.40440582858754,1.3322676295501878e-15,-404.8105773925781,3.9806199073791504,0.0026000000000000003,20.254975679020088,3.003852244350128
187,ddpg_lognormal,ddpg,lognormal,3,-105.06364811973062,11.76527461032704,105.06364811973062,3.0200185775756836,1.9596619606018066,0.44431260228157043,0.39788657426834106,2.220446049250313e-15,-100.78372368722846,100.78372368722846,8.881784197001252e-16,-376.96478271484375,3.530543565750122,0.00256,22.10719710623934,3.3833713609658713
188,ddpg_lognormal,ddpg,lognormal,3,-100.53208498907708,8.508833639105397,100.53208498907708,3.359511375427246,1.6614381074905396,0.4442617893218994,0.39767444133758545,1.3322676295501878e-15,-108.78780602402193,108.78780602402193,4.440892098500626e-15,-365.075927734375,3.6711394786834717,0.00252,23.31318552969467,3.620934787417008
189,ddpg_lognormal,ddpg,lognormal,3,-103.31734356768345,10.007380878349755,103.31734356768345,2.698549747467041,1.3536150455474854,0.4441085755825043,0.3974460959434509,1.1102230246251565e-15,-102.09903111837104,102.09903111837104,8.881784197001252e-16,-326.44378662109375,3.124755382537842,0.00248,23.951731569710233,3.9423721261887943
190,ddpg_lognormal,ddpg,lognormal,3,-101.2962444987644,10.708688816393446,101.2962444987644,4.065803527832031,1.9859646558761597,0.44398584961891174,0.39733171463012695,1.3322676295501878e-15,-104.02416712219092,104.02416712219092,1.7763568394002505e-15,-417.6279602050781,4.110173225402832,0.00244,22.355047722657524,3.8138268624565432
191,ddpg_lognormal,ddpg,lognormal,3,-101.50183483056631,9.912130308559027,101.50183483056631,2.3785295486450195,1.7884736061096191,0.4439965486526489,0.39732736349105835,1.3322676295501878e-15,-102.64736422555937,102.64736422555937,8.881784197001252e-16,-338.7475280761719,3.361955404281616,0.0024,21.481168838838734,3.6872774467337877
192,ddpg_lognormal,ddpg,lognormal,3,-105.18719520717144,8.690965302699274,105.18719520717144,2.0900702476501465,2.3709335327148438,0.44418948888778687,0.3973020613193512,1.7763568394002505e-15,-104.27765314457834,104.27765314457834,1.7763568394002505e-15,-368.6090087890625,3.4948432445526123,0.00236,20.970404529145785,3.421719830444393
193,ddpg_lognormal,ddpg,lognormal,3,-105.48681266328491,8.069856564299211,105.48681266328491,2.243283271789551,2.2732021808624268,0.4442046880722046,0.39739304780960083,8.881784197001252e-16,-102.95555009283217,102.95555009283217,8.881784197001252e-16,-370.2301330566406,3.4552433490753174,0.00232,21.255022727307818,3.424515164246605
194,ddpg_lognormal,ddpg,lognormal,3,-105.18092493210423,8.696411086705222,105.18092493210423,1.9947930574417114,2.0193142890930176,0.4441746771335602,0.3974878191947937,2.220446049250313e-15,-102.4664017349911,102.4664017349911,1.3322676295501878e-15,-330.25433349609375,3.120957136154175,0.00228,21.962083462448348,3.3931417569651137
195,ddpg_lognormal,ddpg,lognormal,3,-102.7173260777748,8.653710897359856,102.7173260777748,4.050779819488525,1.1667628288269043,0.4441428780555725,0.397526353597641,1.7763568394002505e-15,-103.56446281077012,103.56446281077012,3.1086244689504383e-15,-357.06982421875,3.466052532196045,0.00224,22.72134593129158,3.496148757265127
196,ddpg_lognormal,ddpg,lognormal,3,-103.95014637036593,16.25476447906764,103.95014637036593,3.9070687294006348,1.9143810272216797,0.4441783130168915,0.39751413464546204,3.1086244689504383e-15,-104.58977803996828,104.58977803996828,2.220446049250313e-15,-404.2874450683594,3.744126319885254,0.0021999999999999997,23.2629131727985,3.675125384132289
197,ddpg_lognormal,ddpg,lognormal,3,-100.79013000821122,9.711563911044685,100.79013000821122,2.066516637802124,1.176196575164795,0.44408562779426575,0.3974786400794983,8.881784197001252e-16,-101.33535458380904,101.33535458380904,1.3322676295501878e-15,-282.85980224609375,2.857390880584717,0.0021599999999999996,24.002878503430455,3.833756863167288
198,ddpg_lognormal,ddpg,lognormal,3,-102.37323231557318,9.334144431282697,102.37323231557318,3.020580530166626,1.666548728942871,0.44408854842185974,0.39728060364723206,2.220446049250313e-15,-101.16227180947475,101.16227180947475,8.881784197001252e-16,-354.5184020996094,3.524352550506592,0.00212,24.375773224092665,3.976124712271572
199,ddpg_lognormal,ddpg,lognormal,3,-100.48560345474345,9.381793083352559,100.48560345474345,3.8788094520568848,2.342322826385498,0.44403648376464844,0.39720189571380615,1.3322676295501878e-15,-100.90561558963518,100.90561558963518,8.881784197001252e-16,-422.90118408203125,4.184239387512207,0.00208,24.45109067537955,4.031371871125884
200,ddpg_lognormal,ddpg,lognormal,3,-102.89014090103461,10.102972536215717,102.89014090103461,2.0099120140075684,1.942657232284546,0.4442150294780731,0.39713922142982483,8.881784197001252e-16,-104.42787620055907,104.42787620055907,1.7763568394002505e-15,-336.99200439453125,3.2718863487243652,0.0020399999999999997,24.171850663210662,4.1753527558951955
201,ddpg_lognormal,ddpg,lognormal,3,-100.52890164437106,8.188530242509556,100.52890164437106,3.0644259452819824,1.9991629123687744,0.44426751136779785,0.39694494009017944,8.881784197001252e-16,-103.73133603027834,103.73133603027834,8.881784197001252e-16,-366.1125183105469,3.6458096504211426,0.0019999999999999996,23.41382716950916,4.335618249168398
202,ddpg_lognormal,ddpg,lognormal,3,-105.30821532980832,22.063905970008875,105.30821532980832,4.06967830657959,2.0753517150878906,0.4444253146648407,0.3968449831008911,2.220446049250313e-15,-103.18416805368395,103.18416805368395,1.7763568394002505e-15,-442.00787353515625,4.053053855895996,0.0019599999999999995,22.883183951533976,4.46939153382222
203,ddpg_lognormal,ddpg,lognormal,3,-103.25840171308036,17.70144112477125,103.25840171308036,4.381882667541504,1.969336748123169,0.44463154673576355,0.396728515625,2.220446049250313e-15,-99.92284198716862,99.92284198716862,1.3322676295501878e-15,-428.9633483886719,3.9634313583374023,0.0019199999999999996,22.836081560878526,4.290996983503213
204,ddpg_lognormal,ddpg,lognormal,3,-102.72113859597667,10.005340065873863,102.72113859597667,2.4390809535980225,2.118492364883423,0.4447324872016907,0.396563321352005,8.881784197001252e-16,-100.26749755409536,100.26749755409536,8.881784197001252e-16,-363.9875183105469,3.558013916015625,0.0018799999999999995,22.95577523431608,4.174136979704988
205,ddpg_lognormal,ddpg,lognormal,3,-101.51041875479075,12.922544276699758,101.51041875479075,3.718698024749756,2.012132406234741,0.4448586702346802,0.39638662338256836,2.220446049250313e-15,-97.52084872963678,97.52084872963678,1.1102230246251565e-15,-393.9207763671875,3.790909767150879,0.0018400000000000005,23.070071628760722,4.252297881281092
206,ddpg_lognormal,ddpg,lognormal,3,-102.95196026749048,16.236399785881762,102.95196026749048,2.2786428928375244,1.8715373277664185,0.4449167251586914,0.3961455523967743,8.881784197001252e-16,-102.87499967600978,102.87499967600978,1.1102230246251565e-15,-348.01220703125,3.315089225769043,0.0018000000000000006,23.146965157063235,4.208161629004669
207,ddpg_lognormal,ddpg,lognormal,3,-105.63167170041238,11.299013415604596,105.63167170041238,1.518288493156433,2.5154075622558594,0.4449787139892578,0.39596274495124817,8.881784197001252e-16,-102.34744286372465,102.34744286372465,1.7763568394002505e-15,-368.2513732910156,3.447612762451172,0.0017600000000000005,23.215690633370762,4.046283228694284
208,ddpg_lognormal,ddpg,lognormal,3,-100.4947052294608,9.41564498057032,100.4947052294608,3.5413756370544434,2.385234832763672,0.445115864276886,0.3957308232784271,1.7763568394002505e-15,-101.06104586402334,101.06104586402334,8.881784197001252e-16,-405.7908020019531,3.9789278507232666,0.0017200000000000004,22.917086435925395,3.9045846459699707
209,ddpg_lognormal,ddpg,lognormal,3,-98.67656051303928,9.038152370096256,98.67656051303928,2.7978076934814453,1.687713861465454,0.4452885389328003,0.3955879211425781,1.1102230246251565e-15,-100.55246053700311,100.55246053700311,8.881784197001252e-16,-338.4564514160156,3.4767942428588867,0.0016800000000000005,22.29965781491427,3.8103166275957068
210,ddpg_lognormal,ddpg,lognormal,3,-101.97186501323594,6.761042007073541,101.97186501323594,2.832584857940674,1.9223625659942627,0.4452967047691345,0.3956426978111267,1.3322676295501878e-15,-101.88779173510292,101.88779173510292,1.3322676295501878e-15,-371.4079284667969,3.662900924682617,0.0016400000000000004,21.57207783985706,3.4911991080679448
211,ddpg_lognormal,ddpg,lognormal,3,-103.4862541678664,8.156185937907365,103.4862541678664,2.9594972133636475,1.8011746406555176,0.4454641342163086,0.3956553339958191,8.881784197001252e-16,-103.91304768190439,103.91304768190439,1.7763568394002505e-15,-373.23187255859375,3.604569435119629,0.0016000000000000003,21.772109846274056,3.4659904441796243
212,ddpg_lognormal,ddpg,lognormal,3,-101.41618341803067,11.202688952098326,101.41618341803067,3.3336856365203857,2.08382511138916,0.44557884335517883,0.3955830931663513,8.881784197001252e-16,-106.06799128408477,106.06799128408477,2.220446049250313e-15,-394.0179138183594,3.8925328254699707,0.0015600000000000004,21.480278240782873,4.9737450861305526
213,ddpg_lognormal,ddpg,lognormal,3,-103.47360630008274,7.336466287844342,103.47360630008274,3.216561794281006,1.7860231399536133,0.4458228349685669,0.3953646421432495,8.881784197001252e-16,-103.2365452445701,103.2365452445701,8.881784197001252e-16,-377.8560791015625,3.6584930419921875,0.0015200000000000003,20.02545461519843,4.028781188563222
214,ddpg_lognormal,ddpg,lognormal,3,-104.9909438655796,11.098817724699336,104.9909438655796,3.452749490737915,2.5229339599609375,0.4461970627307892,0.39520004391670227,1.1102230246251565e-15,-102.61568784379976,102.61568784379976,1.1102230246251565e-15,-438.82855224609375,4.122760772705078,0.0014800000000000002,20.328867915485585,3.263841100868636
215,ddpg_lognormal,ddpg,lognormal,3,-102.90093355368852,11.712065886571466,102.90093355368852,3.1430740356445312,1.9150495529174805,0.4466252624988556,0.3951495289802551,8.881784197001252e-16,-105.49301578270297,105.49301578270297,8.881784197001252e-16,-383.0841064453125,3.7222630977630615,0.00144,21.191034260605065,3.506738102263106
216,ddpg_lognormal,ddpg,lognormal,3,-101.92704701502886,8.079842876902703,101.92704701502886,2.5509634017944336,1.7899291515350342,0.44682756066322327,0.3950653374195099,1.3322676295501878e-15,-104.13012384141146,104.13012384141146,8.881784197001252e-16,-345.55572509765625,3.409904956817627,0.0014000000000000002,20.949088759010746,3.6986094158020846
217,ddpg_lognormal,ddpg,lognormal,3,-106.57946128423,25.905260390847886,106.57946128423,2.7375216484069824,2.291450023651123,0.44696319103240967,0.39517664909362793,1.7763568394002505e-15,-101.5376947274877,101.5376947274877,8.881784197001252e-16,-428.86505126953125,3.812631130218506,0.00136,20.44103607038657,3.6464383288486193
218,ddpg_lognormal,ddpg,lognormal,3,-102.4546339055084,8.369157445262566,102.4546339055084,3.3310000896453857,1.8183846473693848,0.4470820426940918,0.39518481492996216,8.881784197001252e-16,-103.16024903286895,103.16024903286895,8.881784197001252e-16,-381.11749267578125,3.7420692443847656,0.00132,21.334191545844078,3.455722790078393
219,ddpg_lognormal,ddpg,lognormal,3,-101.91824625938327,10.148675640983662,101.91824625938327,2.8097128868103027,2.148754835128784,0.44711437821388245,0.3950645923614502,1.3322676295501878e-15,-103.75046870029617,103.75046870029617,1.3322676295501878e-15,-376.894775390625,3.673386812210083,0.00128,22.18806857119004,3.46758687897541
220,ddpg_lognormal,ddpg,lognormal,3,-103.09677630899739,10.540087142887991,103.09677630899739,3.8042571544647217,1.7193044424057007,0.4471922516822815,0.3948993682861328,2.6645352591003757e-15,-104.3700112761702,104.3700112761702,1.3322676295501878e-15,-388.4466857910156,3.7474260330200195,0.00124,22.73710210550399,3.6007514310989617
221,ddpg_lognormal,ddpg,lognormal,3,-102.80908396257888,11.21801369353672,102.80908396257888,2.9066004753112793,1.811337947845459,0.4472046494483948,0.3948032855987549,8.881784197001252e-16,-103.57502723681691,103.57502723681691,1.3322676295501878e-15,-365.2259521484375,3.497058629989624,0.0012,22.648799756453148,3.5358882617604523
222,ddpg_lognormal,ddpg,lognormal,3,-102.29884101738585,13.217469102177093,102.29884101738585,3.2627406120300293,1.8224362134933472,0.4472551643848419,0.3945510983467102,2.220446049250313e-15,-101.57855914897746,101.57855914897746,8.881784197001252e-16,-375.23046875,3.5870168209075928,0.00116,22.865575347273122,3.4752433781700565
223,ddpg_lognormal,ddpg,lognormal,3,-102.37066164494595,7.711599766411463,102.37066164494595,2.346067428588867,2.0397377014160156,0.4471735656261444,0.39421507716178894,8.881784197001252e-16,-103.04903390585747,103.04903390585747,8.881784197001252e-16,-353.89837646484375,3.491556406021118,0.00112,23.170115532264823,3.6346581504414126
224,ddpg_lognormal,ddpg,lognormal,3,-100.57635390184636,10.545900234402266,100.57635390184636,4.119873046875,2.4069714546203613,0.44707509875297546,0.393960177898407,1.3322676295501878e-15,-100.18269540863977,100.18269540863977,8.881784197001252e-16,-423.35382080078125,4.129698276519775,0.0010799999999999998,23.10893815188181,3.5944658161384897
225,ddpg_lognormal,ddpg,lognormal,3,-99.40876216199119,12.394074352043727,99.40876216199119,2.7240118980407715,2.3704473972320557,0.4469384253025055,0.3937585651874542,1.3322676295501878e-15,-100.56996335731887,100.56996335731887,8.881784197001252e-16,-375.773193359375,3.674494504928589,0.00104,23.06425465785322,3.5902711255753057
226,ddpg_lognormal,ddpg,lognormal,3,-100.83019212004339,8.440503330462636,100.83019212004339,3.0452029705047607,2.0549263954162598,0.4467131793498993,0.3934389650821686,8.881784197001252e-16,-107.0525008166825,107.0525008166825,2.886579864025407e-15,-371.6346130371094,3.7058348655700684,0.0009999999999999998,23.173826566764284,3.574102335825695
227,ddpg_lognormal,ddpg,lognormal,3,-100.08162873495056,9.141874297438164,100.08162873495056,2.7782318592071533,2.3922176361083984,0.446443647146225,0.39304614067077637,8.881784197001252e-16,-101.24439600111344,101.24439600111344,8.881784197001252e-16,-391.13916015625,3.932234764099121,0.0009599999999999998,22.93762401101135,3.5714888278771904
228,ddpg_lognormal,ddpg,lognormal,3,-100.37926341047657,9.289802339332233,100.37926341047657,2.478611946105957,1.801965355873108,0.44617483019828796,0.3926039934158325,8.881784197001252e-16,-98.77848470917147,98.77848470917147,8.881784197001252e-16,-335.4986572265625,3.3557252883911133,0.0009199999999999997,22.57587277428025,3.4580175260226023
229,ddpg_lognormal,ddpg,lognormal,3,-101.89112238291327,9.072767168953938,101.89112238291327,2.8988077640533447,1.7759686708450317,0.44618329405784607,0.392168253660202,8.881784197001252e-16,-109.40777155951723,109.40777155951723,3.1086244689504383e-15,-365.4122314453125,3.5962681770324707,0.0008799999999999997,22.71051174402237,3.445691577147781
230,ddpg_lognormal,ddpg,lognormal,3,-105.54911248500431,13.134151343797683,105.54911248500431,2.9338653087615967,2.821287155151367,0.4461209774017334,0.3919166922569275,8.881784197001252e-16,-99.17106658308734,99.17106658308734,8.881784197001252e-16,-446.79241943359375,4.07789945602417,0.0008399999999999996,22.854066312667868,3.482216213730031
231,ddpg_lognormal,ddpg,lognormal,3,-104.31933678513522,14.31663837887121,104.31933678513522,3.9846715927124023,1.6380233764648438,0.44605255126953125,0.3916189670562744,1.3322676295501878e-15,-101.08352057955112,101.08352057955112,8.881784197001252e-16,-389.44830322265625,3.635261058807373,0.0007999999999999996,23.001936301589012,3.54933386911372
232,ddpg_lognormal,ddpg,lognormal,3,-99.2239616578965,9.249968977693078,99.2239616578965,2.637953281402588,1.553288459777832,0.4458881616592407,0.39124596118927,1.3322676295501878e-15,-103.47761671442964,103.47761671442964,1.3322676295501878e-15,-320.0302734375,3.259930372238159,0.0007599999999999996,22.99474445694969,3.589024789858654
233,ddpg_lognormal,ddpg,lognormal,3,-102.27586305783682,10.608223091887522,102.27586305783682,2.870347023010254,2.701798439025879,0.4458310306072235,0.3910277485847473,1.5543122344752192e-15,-98.96350824986897,98.96350824986897,1.7763568394002505e-15,-407.90740966796875,3.966158628463745,0.0007199999999999995,22.839240547801765,3.569956159152623
234,ddpg_lognormal,ddpg,lognormal,3,-101.24244438512271,7.079853931354265,101.24244438512271,2.2346155643463135,2.6763250827789307,0.44568365812301636,0.39080360531806946,8.881784197001252e-16,-103.19545765886697,103.19545765886697,1.1102230246251565e-15,-374.9284973144531,3.704646348953247,0.0006799999999999995,22.512519717926075,3.430687030261782
235,ddpg_lognormal,ddpg,lognormal,3,-101.84247028269536,10.96702633011709,101.84247028269536,2.7934203147888184,2.0253353118896484,0.4458252489566803,0.3905777931213379,1.3322676295501878e-15,-102.51007482847143,102.51007482847143,1.7763568394002505e-15,-378.4781799316406,3.6369428634643555,0.0006399999999999995,22.24646514867033,3.37368251216997
236,ddpg_lognormal,ddpg,lognormal,3,-97.03567196237955,7.170791214490821,97.03567196237955,2.7133336067199707,1.551852822303772,0.4458765387535095,0.39024269580841064,8.881784197001252e-16,-102.58740837494288,102.58740837494288,2.220446049250313e-15,-320.70367431640625,3.3419196605682373,0.0006000000000000006,21.964650433333148,3.3291640182557916
237,ddpg_lognormal,ddpg,lognormal,3,-102.7309208365215,8.979328921519945,102.7309208365215,3.2747457027435303,2.3085262775421143,0.4461396336555481,0.38995760679244995,1.3322676295501878e-15,-104.86558368489656,104.86558368489656,2.6645352591003757e-15,-393.50262451171875,3.8038604259490967,0.0005600000000000005,21.622520887071175,3.2591174807887344
238,ddpg_lognormal,ddpg,lognormal,3,-105.26638987014123,20.156467073349624,105.26638987014123,3.9514732360839844,1.760676622390747,0.4465722441673279,0.3897206783294678,2.886579864025407e-15,-103.99850787781219,103.99850787781219,8.881784197001252e-16,-423.1143493652344,3.85007381439209,0.0005200000000000005,21.542532849169913,3.2282165916680934
239,ddpg_lognormal,ddpg,lognormal,3,-106.10550511239279,15.198681758293212,106.10550511239279,4.173135280609131,2.1632137298583984,0.44706106185913086,0.38954609632492065,2.4424906541753444e-15,-102.57591808695699,102.57591808695699,8.881784197001252e-16,-438.4177551269531,3.9860281944274902,0.00048000000000000045,22.229237101972103,3.284765932343102
